comment,label,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
mình mua ngày 83 sau 2 ngày sử_dụng nhận thấy cảm_ứng không nhạy đơ đơ thế_nào ấy wifi 4g ổn loa nghe lớn nhưng không hay nói_chung tiền nào của đó thích_hợp cho sinh_viên người lớn_tuổi và anh_em chạy grab,{FEATURES#Neutral};{PRICE#Neutral};{OTHERS};,0,0,0,3,0,0,3,0,0,0
mới mua sáng nay đt kiểu_dáng màu_sắc đẹp rất thích nhân viên tư_vấn dễ_thương gần_gũi,{DESIGN#Positive};{SER&ACC#Positive};,0,0,1,0,0,0,0,0,1,0
mình mua cho bà_xã con màu rose bà_xã thích lắm máy chạy mượt chụp hình đẹp loa nghe nhạc to và đã tai hơn iphone 6 nhiều đáng đồng_tiền lắm,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Positive};,0,1,0,1,0,1,1,0,0,0
nói_chung thì máy hợp công_việc là chủ_yếu pin hơi yếu chơi game lag giật lâu_lâu trong các app cũng bị ai mua để làm_việc với dùng mạng xã_hội xem video thì hợp chứ để chơi game đặc_biệt là game online nặng thì_thôi khả_năng sử lí với kết_nối kém lắm,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,2,0,0,2,0,2,0,0,0,0
mấy thì ok đó có_điều đang dịch yêu_cầu thế_giới di_động giảm mạnh hoạc có ưu_đãi tối tí có uu đã tối nhớ nhắn_tin cho tôi nha đợi trả_lời á ok là hốt em nó kuoon,{GENERAL#Positive};{OTHERS};,0,0,0,0,1,0,0,0,0,0
cho hỏi mới mua về thì sacpin mấy tiếng vậy ạ máy mượt nhưng nhanh hết pin quá,{BATTERY#Negative};{PERFORMANCE#Positive};,2,0,0,0,0,1,0,0,0,0
quá tệ cảm_biến vân tay thì thôi bấm không ăn_mặc dù đã cài đi cài lại rất nhiều lần face _ with _ rolling _ eyes,{FEATURES#Negative};{GENERAL#Negative};,0,0,0,2,2,0,0,0,0,0
máy ngon các bạn cứ bảo chơi game nóng mình chơi ma setting chả nóng gì luôn hơi ấm ấm thôi camera bth pin ổn xài 1 ngày thoải mái chơi game liên_tục 3 h hết 25 pin ủng_hộ dài_dài,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,3,0,0,1,1,0,0,0,0
chiến game maxx ngon nhân_viên tận_tình anh_em cứ thế mà hốt nhé,{PERFORMANCE#Positive};{SER&ACC#Positive};{OTHERS};,0,0,0,0,0,1,0,0,1,0
ngon xịn sò không như mọi người vẫn bình_luận nhân_viên thì nhiệt_tình chứ đáo đã mua tại tp bắc nịnh,{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,0,0,0,1,0
mua máy được 1 tháng cảm_nhận như sau pin tụt quá nhanh khi chơi game và chơi tầm 30p là máy có hiện_tượng nóng máy dung_lượng 128g ram 8g mà chơi game hay bị lag giựt một vấn_đề không hài_lòng nữa là gọi điện call video facebook zl hay dùng sim gọi nc bằng tai nghe là giọng bị đứt_quãng không nghe rõ cứ ặc ặc rất khó_chịu,{BATTERY#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};,2,0,0,0,0,2,0,0,2,0
từ lúc giờ chưa mua máy nào mà thất_vọng ê_chề như samsung a10s này tgdd biết nó bị lỗi cảm_ứng mà vẫn bán cho khách có bạn nào chuẩn_bị mua nên sn lại,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,0,0,2,2,0,0,0,2,0
vừa_mới mua pin rất trâu chơi game liên_quân cấu_hình max rất ổn không giật màn_hình hiển_thị tốt máy dùng rất ok,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,1,0,0
mình mua rồi dùng thử sẽ thấy tuyệt_vời luôn pin trâu máy khoẻ dùng chỉ ấm ấm nếu chơi game lâu chứ không nóng như các review,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,0,0,0
sản_phẩm dùng cho nghe gọi ok loa lớn màu_sắc xanh đen lạ điện_thoại đẹp nhỏ gọn nhẹ nhắn_tin hơi chậm tính_năng bluetooth để nghe gọi hay rõ nhưng thỉnh_thoảng máy k0 kết_nối màn_hình không đẹp nhưng điện_thoại cơ_bản cũng k0 cần_thiết,{SCREEN#Negative};{FEATURES#Neutral};{DESIGN#Positive};,0,0,1,3,0,0,0,2,0,0
máy_giặt lang đánh game chả mượt một_chút nào tệ thừa cả iphone 6 thường mua về hối_hận quá bức mình,{PERFORMANCE#Negative};{GENERAL#Positive};,0,0,0,0,1,2,0,0,0,0
mọi thứ đều ổn nhưng có 1 lỗi khi sử_dụng các app xem phim như netflix thì không hỗ_trợ độ_phân_giải full hd xem rất nhiễu mong được khắc_phục sớm,{PERFORMANCE#Negative};,0,0,0,0,0,2,0,0,0,0
sản_phẩm chất_lượng rất tốt chơi game mượt chụp hình đẹp nói_chung là mọi thứ rất tuyệt_vời rất đáng mua nha mọi người,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,0,1,0,0,1,1,1,0,0,0
mới mua 5tr790k bây_giờ còn 5tr490k máy thì khá ok so với giá còn như_thế_nào thì còn thời_gian quyết_định,{PRICE#Positive};{GENERAL#Positive};,0,0,0,0,1,0,1,0,0,0
rất tuyệt_vời nhé pin trâu chụp hình đẹp xem phim mang hình cực_kì đẹp luôn nhật là chụp tự sướng đẹp cực_kì luôn nhé,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};,1,1,0,0,1,0,0,1,0,0
máy chạy nhanh mượt lại trợ_giá thu cũ đổi_mới tốt nói_chung là mình hài_lòng về s 20,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,0,0,0,0,1,1,1,0,0,0
vừa mua em nó hồi tối_qua công_nhận xài đã thật pin thì trâu dã_man chơi game pubg thì rất_chi_là mượt nói_chung là không sai_lầm khi mua em nó,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,0,0,0
máy flagship mà quá tệ xài thì nóg không bỏ_túi được luôn update thì giật lag chán thật không lẻ lại về apple,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,0,0,0,2,2,0,0,2,0
sản_phẩm rất tốt nhân_viên tư_vấn rất tuyệt vời chơi gane tốt camera đẹp nói chung là tuyệt,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,0,1,0,0,1,1,0,0,1,0
sản_phẩm mượt mỗi_tội hàng chị na nên hơi lo về vấn_đề an_ninh quốc_gia dùng thử mấy hôm xem sao,{PERFORMANCE#Positive};{OTHERS};,0,0,0,0,0,1,0,0,0,0
mình có những đánh_giá như sau màn_hình đẹp sắc nét loa to ấm máy cầm rất chắc_tay pin tốt chụp ảnh đẹp chip mạnh android 9 nên rất mượt nhiều tính_năng hay vân tay facebook unlock nhạy,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,1,1,1,1,0,1,0,1,0,0
máy chơi game mượt pin trâu loa không trầm như các dòng điện_thoại k cảm_giác nghe không có bass,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};,1,0,0,2,0,1,0,0,0,0
chê đời cao mà không tương_thích phần_mềm qgis experimental apk điện_thoại đểu quá,{PERFORMANCE#Negative};{GENERAL#Negative};,0,0,0,0,2,2,0,0,0,0
mình mới mua máy hôm 1502 trải_nghiệm 2 ngày cảm_giác máy khá ổn về hình_thức có cả vân tay và nhận_diện khuôn_mặt thích nhất là cổng sạc type chị tiện_lợi chứ không phải như dòng nokia cứ kè_kè micro usb cho sản_phẩm tầm thấp tuy_nhiên khó hiểu là máy ram 3gb mà khá giựt lag cảm_giác như máy 2gb ram vậy cảm_ứng hơi không nhạy xài trần thì cảm_ứng ok nhưng dán cường_lực vào bấm đôi khi không nhạy sạc nhanh khá ổn tầm tiền này hợp_lý,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Positive};,1,0,1,1,0,2,1,0,0,0
sao mày này xem video không xem được chất_lượng 1080 vậy gì kỳ vậy máy phiên_bản mới mà_lại thế thua cả cái iphone 5,{SCREEN#Negative};,0,0,0,0,0,0,0,2,0,0
máy đẹp trong tầm giá xài rất ok mượt_mà chụp ảnh đẹp nhân_viên điện_máy xanh ở huyện bến_cầu tây_ninh phục_vụ chu_đáo tận_tình nói_chung minh rất hài_lòng về sản_phẩm và cách phục_vụ của nhân_viên,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,0,0,1,0,1,1,3,0,1,0
điện_thoại không có google đồng_nghĩa không xài được grab goviet phải tốn công tìm file apk bên ngoài cài vào nên rất nguy_hiểm cho dữ_liệu tài_khoản email ngân_hàng ví điện_tử tốn 24 triệu để mua con điện_thoại về mà hành_hạ mình và nơm_nớp lo_sợ thì không đáng tầm tiền này nhiều lựa_chọn ngon_lành và uy_tín hơn,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};,0,0,0,0,2,2,2,0,0,0
mới dùng được mấy ngày mà tự_nhiên màn_hình nó không sáng có cuộc_gọi đến thì vẫn nghe được nhưng không lên màn_hình,{SCREEN#Negative};{FEATURES#Neutral};,0,0,0,3,0,0,0,2,0,0
xiaomi note 8 chụp ảnh xấu ban_ngày nhìn ảnh bị ám vàng còn chụp phong_cảnh còn thua nokia 6,{CAMERA#Negative};,0,2,0,0,0,0,0,0,0,0
mình mới mua note 10 được hơn 1 tháng mà tin nhắn đến màn_hình cứ sáng mãi máy nóng ran hết pin sập nguồn luôn là bị sao vậy ạ có ai bị như_thế không ạ,{FEATURES#Negative};{PERFORMANCE#Negative};,0,0,0,2,0,2,0,0,0,0
chỉnh cấu_hình thấp làm_sao để chơi game được dễ hơn ạ vào cứ bị văng ra có khi khởi_động lại khi chơi game,{PERFORMANCE#Negative};,0,0,0,0,0,2,0,0,0,0
dùng thì chậm chụp ảnh xấu wa sóng mạng kém bắt wifi chậm dùng chán hơn cả a50 mua trước_đây được mỗi pin ok,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};,1,2,0,2,2,2,0,0,0,0
mới mua được 7 ngày camera chụp dưới ánh đèn_huỳnh_quang có những đường sọc trắng_đen đem đổi lại thì nvtgdd bảo gửi tt bảo_hành kiểm_tra 1 tuần sao mới có kết_quả lỗi do đâu thất_vọng vô_cùng đành đem về thôi ai biểu lỡ dại mua rồi,{CAMERA#Negative};{GENERAL#Positive};{SER&ACC#Neutral};{OTHERS};,0,2,0,0,1,0,0,0,3,0
cảm_ứng vân tay chậm chơi game đôi_lúc loạn cảm_ứng không ăn pin lướt wed chơi game được 1 ngày nói_chung là ổn,{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};,3,0,0,2,1,0,0,0,0,0
mọi chức_năng theo cảm_nhận ok hết cam đẹp pin đủ dùng trong 1 ngày cảm úng muọt wifi bắt sóng mạnh điểm trừ là khi mua hàng nhân_viên không tư_vấn đặt qua app sẽ được giảm thêm 600k,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Negative};,1,1,0,0,1,0,0,0,2,0
tặng sạc dự_phòng mà cái chui sạc đó thì sạc kiểu j cắm vào thì không lên pin chả hỉu,{SER&ACC#Negative};,0,0,0,0,0,0,0,0,2,0
máy này chụp ảnh xấu sản_phẩm quá tệ mua hơn 1 tháng chơi liên_quân thì giật đơ màn_hình loạn cảm_ứng nói_chung mình muốn đổi máy nén mình muốn đổi con vivo y11,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,0,2,0,2,2,2,0,0,0,0
thấy giá_cả hợp_lý nhưng_mà chất_lượng loa quá tệ nhỏ và hay rè hình_ảnh hay bị nhoè ủng_hộ hàng việt kiểu này hơi khó,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Positive};{SER&ACC#Negative};,0,0,0,2,0,0,1,2,2,0
tốt chụp ảnh khá đẹp không tệ cho lắm nhưng để dùng làm phụ là tốt nhất xin cảm_ơn,{CAMERA#Positive};{GENERAL#Positive};,0,1,0,0,1,0,0,0,0,0
có ai thấy a70 nóng không ạ em không chạy gì để túi quần cũng nóng điện_thoại em bị lỗi hay a70 nó vậy xin ý_kiến mọi người,{PERFORMANCE#Negative};{OTHERS};,0,0,0,0,0,2,0,0,0,0
vân tay với nhận_dạng khuôn_mặt cứ bị lỗi lúc đầu bình_thường xài lâu thì nhận_dạng khuôn_mặt không khớp vân tay cũng không khớp mặc_dù tay khô không ướt không mồ_hôi chả hiểu,{FEATURES#Negative};,0,0,0,2,0,0,0,0,0,0
tiền nào của đó hợp_lý trong tầm giá còn bạn nào muốn đòi_hỏi thứ gì quá xuất_sắc thì hãy bỏ thêm tiền ra nha,{PRICE#Neutral};{OTHERS};,0,0,0,0,0,0,3,0,0,0
điện_thoại ok tôi chọn không sai sản_phẩm nhưng chỉ sạc pin hơi lâu thôi,{BATTERY#Negative};{GENERAL#Positive};,2,0,0,0,1,0,0,0,0,0
blackberry mãi là blackberry đã dùng từ passport đến keyone vẫn rất chất blackberry hiện keyone không làm mình thất_vọng chút nào màn_hình đẹp chụp ảnh đẹp bàn_phím độc_đáo và hiệu_năng tốt nói_chung vẫn rất hài_lòng với blackberry keyone đang đợi key2 giảm_giá để cưới tiếp 1 em blackberry nữa cho đủ bộ,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,0,1,0,0,1,1,0,1,0,0
máy pin trâu dùng 2 ngày mới phải sạc chơi 13 trận liên_quân lướt facebook xem youtube ở mức bình thường nghe nhạc lướt web mãi không hết pin chơi game thì ok cam đẹp trong tầm giá,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Neutral};,1,1,0,0,0,2,3,0,0,0
cái ô màu xanh ấy là gì vậy cứ 10s là tự bật finder delay tất_cả hoạt_động đang làm mở khoá vân tay hay khuôn_mặt tự off mặt dù không tắt và đã mở on lại nhưng vẫn tự off lại tự_động can_thiệp vào phần âm_lượng như trên hình chứ không phải do ấn chụp màn_hình mà bị sau khi tắt màn_hình thì liên_tục rung và phát sáng sau bản cập_nhật vẫn bị loạn cảm_ứng,{FEATURES#Negative};{PERFORMANCE#Negative};,0,0,0,2,0,2,0,0,0,0
mình mua được hơn 1 tuần thấy máy rất ok mình thấy pin trâu mà xài cả ngày chỉ lướt facebook xem youtube game liên_tục thì cỡ 6 h pubg s mọi người chê pin tuột nhanh không v face _ with _ tears _ of _ joy face _ with _ tears _ of _ joy,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,1,0,0,0,1,3,0,0,0,0
mờ khoá vân tay không được nhanh chơi game thì có nhiều hiện_tượng lag rất khó_chịu wifi 4g thì cũng ổn_định nghe gọi cũng oke lướt wed cũng lag nói_chung là ss a50s không đánh với cái giá hơn 6tr,{FEATURES#Neutral};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,0,0,0,3,2,2,2,0,0,0
máy không có tự_động ghi_âm cuộc_gọi phải cài app mới ghi_âm được mới sử_dụng được 1 ngày chưa đánh_giá gì thêm,{FEATURES#Negative};{OTHERS};,0,0,0,2,0,0,0,0,0,0
nhân_viên giao hàng chu_đáo điện_thoại chắc_chắn pin khoẻ phù_hợp cho người cao_tuổi,{BATTERY#Positive};{DESIGN#Positive};{SER&ACC#Positive};,1,0,1,0,0,0,0,0,1,0
máy cực_kì ok trong tầm giá 7tr theo mình tìm_hiểu hình_như con phiên_bản màu đỏ nhưng chưa thấy hàng về nếu có mình chắc_chắn sẽ mua cho vợ mình một em nên mua nha mọi người,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,0,0,0,0,1,0,3,0,0,0
hàng xài rất ok pin trâu_bò không còn gì để nói quá tuyệt_vời đúng với nhu_cầu sử_dụng của mình hết,{BATTERY#Positive};{GENERAL#Positive};,1,0,0,0,1,0,0,0,0,0
máy ok nâng cấp lên vos3 thì khỏi chê mua hơn 1 tháng rồi xài khỏi chê trong tầm giá,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,0,0,0,0,1,1,3,0,0,0
hiệu_năng sao kém quá pin 4000 mài sai nhanh hết lướt web facebook zalo mại cũng chỉ được 12h sử_dụng chán,{BATTERY#Negative};{PERFORMANCE#Negative};,2,0,0,0,0,2,0,0,0,0
máy kém chất_lượng không xứng_đáng với 15tr bỏ ra xài hàng việt_nam khả_năng chất_lượng hơn nhưng không hiểu sao vào tgdđ nhân_viên toàn hướng cho khách_hàng mua sản_phẩm của oppo,{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,0,0,0,0,2,0,2,0,2,0
máy ngon pin trâu cấu_hình hơi lổi thời nhưng có sạc nhanh củng ok ngon hơn điện_thoại ôppo nhiều,{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Positive};,1,0,0,0,1,2,0,0,1,0
điện_thoại dùng rất tốt pin trâu rất hài_lòng chơi game rất mượt xem phim rất tốt,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,0,0,0
nhìn_chung về bên ngoài máy đẹp cấu_hình thì mượt khỏi phải chê beaming _ face _ with _ smiling _ eyes beaming _ face _ with _ smiling _ eyes beaming _ face _ with _ smiling _ eyes beaming _ face _ with _ smiling _ eyes muốn rinh em nó về ngay nhưng chưa đủ tiền,{PERFORMANCE#Positive};{DESIGN#Positive};{OTHERS};,0,0,1,0,0,1,0,0,0,0
sao máy em mỗi lần xoá hình_ảnh hay video nó đều bị 1 tập_tin lỗi vậy bị riết luôn rồi tập_tin lỗi nó cứ đầy trong máy nhưng vô trong thư_viện hay tập_tin thì không thấy,{PERFORMANCE#Negative};,0,0,0,0,0,2,0,0,0,0
máy ss a70 năng cấp lên bị lổi không có máy_tính lên galaxy cửa_hàng chplay tải máy_tính về quảng_cáo quá nhiều máy bị lổi nhìu quá vân tay cũng không nhậy,{FEATURES#Negative};{PERFORMANCE#Negative};,0,0,0,2,0,2,0,0,0,0
một sản_phẩm quá chán cảm_ứng toàn đơ,{FEATURES#Negative};{GENERAL#Negative};,0,0,0,2,2,0,0,0,0,0
sản_phẩm rất tốt xài rất mượt pin lâu chụp hình đẹp cấu_hình cao chơi game chuẩn,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,1,0,0,1,1,0,0,0,0
máy thì muọt nhung nếu ai xài amoled rồi thì chác không thích màn_hình này dâu có 1 diều là loa rất rất tệ lun kể_cả dút tai phone vào,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};,0,0,0,2,0,1,0,2,0,0
thiết_kế sang_trọng kiểu_dáng gọn đẹp điện_thoại mượt_mà xài rất êm nhân_viên phục_vụ nhiệt_tình vui_vẻ noi chung em rất hài_lòng về sản_phẩm,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,0,0,1,0,1,1,0,0,1,0
camera trước rất mờ con pin thì tục nhanh kinh_khủng để không nữa ngày mất 10 pin còn lại thì tạm được,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Neutral};,2,2,0,0,3,0,0,0,0,0
sạc pin nóng máy quá còn cái khác ok tạm dc cam không tốt lắm 4g tạm wi fi tạm,{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Negative};{GENERAL#Positive};,2,2,0,3,1,0,0,0,0,0
máy yếu không giống như quảng_cáo chơi liên_quân còn bị giật bắn pubg thì lag quậy màn_hình xung_quanh bị nhoè nếu có gửi video tui sẽ gửi cho xem nói_tóm_lại máy không ngon tui mua 7 ngày muốn đổi lại mà phí 20 cãm thấy không phục chút nào,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,0,0,0,0,2,2,0,2,0,0
máy xài ok nhưng ai xài thẻ nhớ điện_thoại cũ gắn qua nó không nhận đâu nha xoá hết thì nó nhận vs chuyển_đổi từ bộ_nhớ qua thẻ nhớ hơi phức_tạp,{PERFORMANCE#Negative};{GENERAL#Positive};,0,0,0,0,1,2,0,0,0,0
pin thì trâu rồi đó mà chiến game không ngon như nhân_viên thế_giới di_động tư_vấn chơi không mượt chúc nào mua được 4 ngày hazzz,{BATTERY#Positive};{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};,1,0,0,0,0,2,0,0,2,0
ai chê thì chê chứ riêng bản_thân tôi thấy máy sử_dụng rất ok về mặt cấu_hình chiến game rất mượt rất ưng_ý call of duty hay liên_quân pubg mobile thì quá là chuẩn về camera chụp hình lên rất là đẹp quay_phim cho xuất file ra cả 1080p vân tay cũng nhạy chứ không đến_nỗi tệ rất hài_lòng,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,0,1,0,1,1,1,0,0,0,0
cài lên android 10 mới được lúc đầu mua về cũng hay bị đo vân tay chậm giờ thì xài được,{FEATURES#Negative};{PERFORMANCE#Negative};,0,0,0,2,0,2,0,0,0,0
hối_hận khi mua ssa70 mở khoá vân tay quá tệ thua ss j7 prim cũ nữa máy xử_lý chậm lướt facebook giật giật đổi_mới 2 lần máy khác cung bị chán đc cái sạc nhanh pin trâu thôi máy khá dài khó bỏ_túi,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};,1,0,2,2,0,2,0,0,0,0
máy ngon đẹp pin trâu mọi thứ đều ok trừ việc mua ốp không ra nhân_viên tư_vấn nhiệt_tình,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,1,0,1,0,1,0,0,0,1,0
mình mới mua dùng 1 ngày thấy pin trâu cũng mượt dùng ok dùng làm máy phụ cày game ngon còn thời_gian sẽ trả_lời về sau máy như_thế_nào grinning _ face _ with _ big _ eyes tầm giá đó là ổn,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,1,0,0,0,1,1,3,0,0,0
mua được 5 ngày nói_chung giá máy này xài được tất_cả ổn pin trâu nhung có gam 4g chơi game chạy hơi yếu cho 5 lùn cô bé tư_vấn huỳnh thị thu sang mỹ long rất dễ_thương nhiệt_tình,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,2,0,0,0,1,0,3,0,1,0
mình đã xài hơn 1 tháng máy ổn chơi game mượt nhân_viên nhiệt_tình với mức giá này tương_đối tốt,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,0,0,0,0,1,1,1,0,1,0
giá cao cấu_hình yếu camera tệ những thứ khác như thiết_kế màn_hình âm_thanh pin thì ổn hơn nói_chung máy tâm 5 triệu thì đáng mua,{SCREEN#Positive};{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Negative};,1,2,1,1,0,2,2,1,0,0
pin trâu máy tuyệt_vời giá ổn có_điều máy xài mau bị nóng lắm nhưng vẫn đánh_giá 5 star nha,{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,1,0,0,0,1,2,1,0,0,0
ram mà 4g là đẹp màn_hình full hd thì ngon pon 4000mah nhưng nokia phải hơn hẳn các hãng khác pin 5000mah,{SCREEN#Neutral};{BATTERY#Positive};{PERFORMANCE#Neutral};,1,0,0,0,0,3,0,3,0,0
quá tuyệt chụp ảnh nét rất đẹp pin trâu_bò sắc lại nhanh chơi liên_quân tốt ít giật lấy giá tiền rất tuyệt vời luon ủng_hộ itel,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,1,1,0,0,1,1,1,0,1,0
đang xài con a51 thật_sự rất tệ màn_hình thì mờ không được sắc nét cho lắm ram 8g mà chơi game không mượt tý nào mình mua được một tháng không biết đổi cái khác được không,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,0,0,0,0,2,2,0,2,0,0
tôi khuyên chân_thành không nên mua a70 chỉ khoảng 4 tháng là tuột pin cảm_ứng choie game không mượt 9 tr mà như này không ngon,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,2,0,0,2,2,2,2,0,0,0
mới mua bản iphone 7 plus 128gb xài đưọc bấm liên_tục thấy pin cũng lâu hết vân tay rất nhạy,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Neutral};,1,0,0,1,3,0,0,0,0,0
mình đã dùng được 3 tháng mới có nhận_xét như này nhìn_chung máy tạm được wifi bắt hơi yếu loa ngoài bị rè mới dùng được 3 tháng mà đã có vấn_đề rồi,{FEATURES#Negative};{GENERAL#Neutral};,0,0,0,2,3,0,0,0,0,0
mỗi cái cằm hơi dày thôi còn lại thì quá tuyệt trong tầm giá chip mạnh mát_rượi pin siêu trâu_bò sạc lại nhanh nữa 1h50p là đầy rồi xứng_đáng danh_hiệu điện_thoại quốc_dân 2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};,1,0,2,0,1,1,0,0,0,0
xài được 1 tháng thấy pin ỗn hình_ảnh cung đẹp đặc_biệt giá rẻ đáng mua lắm nha mọi người,{SCREEN#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};,1,0,0,0,1,0,1,1,0,0
pin trâu game mượt có_điều cảm_ứng hơi lệt mà họ qua mình coi db nữa tiếng thoát ra chơi game thì hình nền bị đen ứng_dụng còn thì cho mình hỏi máy mình có bị gì ko từng rớt 1 lần,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};,1,0,0,2,0,3,0,0,0,0
tốt trong tầm giá dưới 6 triệu mình đang dùng tuy_nhiên rất nhiều quảng_cáo camera đẹp nhưng_mà vân tay thì hơi bất_tiện cho bạn nào hay ra mồ_hôi tay,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};,0,1,0,2,1,2,3,0,0,0
càng xài càng ra lỗi các bạn lúc đầu mình bình_luận và cho 5 nhưng càng xài càng khó_chịu lỗi vặt nhiều nhất_là mình thích chơi game liên_quân bắt sóng yếu đang combat lag lên 1 cái ức_chế lắm vợ minh thì xài note 8pro cùng mạng mà 9s lag 8 pro không lag mình vừa mua xài gần 3 tuần mình đổi cho vợ mình luôn mình xài con pro thấy được hơn lần đầu cảm_thấy thất_vọng về xiaomi,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Positive};,0,0,0,2,2,0,0,0,1,0
mình mua được hơn một tháng rồi thấy máy dùng ok camera cũng ok pin tụt cũng không phải là nhanh cái này ok speaker _ high _ volume ok nói_chung là máy tầm giá_như vậy là ok,{CAMERA#Neutral};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};,3,3,0,0,1,0,3,0,0,0
mình mua máy từ 23 3 đến giờ máy không có vãi đái gì hết chạy mượt pin khoẻ ko có hiện_tượng như các bạn nói mình thấy máy này rất tuyệt cảm ơn dmx,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,1,0,0,0,1,1,0,0,0,0
